generation,bestCost,elapsedTime,feasability
306,0.0,0.2637514250000095,123
307,0.0,0.2646094000010635,167
308,0.0,0.26548868700047024,173
309,0.0,0.2663746730013372,140
310,0.0,0.26720252400082245,155
311,0.0,0.2680617350015382,119
312,0.0,0.2689187480009423,117
313,0.0,0.2697877120008343,156
314,0.0,0.2706637139999657,123
315,0.0,0.271490391000043,122
316,0.0,0.2723347669998475,180
317,0.0,0.2731747270008782,112
318,0.0,0.27404309900157386,231
319,0.0,0.27495653700134426,134
320,0.0,0.2758109930000501,262
321,0.0,0.27666278700053226,182
322,0.0,0.2775121920003585,178
323,0.0,0.27832874700106913,137
324,0.0,0.27920361700125795,217
325,0.0,0.28003715200065926,300
326,0.0,0.2808838199998718,262
327,0.0,0.28172513200115645,164
328,0.0,0.2825462620003236,223
329,0.0,0.28341669400106184,238
330,0.0,0.28428573200108076,201
331,0.0,0.2851419730013731,259
332,0.0,0.2859941790011362,198
333,0.0,0.2868092650005565,225
334,0.0,0.2876719530013361,109
335,0.0,0.2885081510012242,138
336,0.0,0.2893928480007162,267
337,0.0,0.29023050400064676,151
338,0.0,0.2911206429998856,149
339,0.0,0.2919941190011741,199
340,0.0,0.29281589400125085,116
341,0.0,0.2936990270009119,244
342,0.0,0.2945425680009066,159
343,0.0,0.29538232699997025,151
344,0.0,0.2962484800009406,248
345,0.0,0.2970743860005314,194
346,0.0,0.297942219000106,144
347,0.0,0.29881584299982933,286
348,0.0,0.2996771880007145,206
349,0.0,0.30052079200140724,218
350,0.0,0.30134191200158966,243
351,0.0,0.3022115730000223,239
352,0.0,0.3030372670000361,309
353,0.0,0.30394516800151905,332
354,0.0,0.3048044530005427,209
355,0.0,0.3056354520012974,199
356,0.0,0.3065316980009811,251
357,0.0,0.30742206900140445,259
358,0.0,0.30827656800101977,235
359,0.0,0.3091760470015288,259
360,0.0,0.3099978860009287,157
361,0.0,0.31088823600111937,167
362,0.0,0.3117369650008186,197
363,0.0,0.3126023050008371,288
364,0.0,0.31347167100102524,261
365,0.0,0.31434786200043163,303
366,0.0,0.31521810500089487,196
367,0.0,0.3160710920001293,289
368,0.0,0.3169348990013532,204
369,0.0,0.3177663100013888,247
370,0.0,0.3186416560001817,190
371,0.0,0.31950828500157513,206
372,0.0,0.3203472929999407,219
373,0.0,0.3212227760013775,204
374,0.0,0.3220569870009058,225
375,0.0,0.32295846300075937,160
376,0.0,0.32385594500010484,222
377,0.0,0.32468736600094417,226
378,0.0,0.32555643600062467,197
379,0.0,0.32639404900146474,177
380,0.0,0.3272415640003601,196
381,0.0,0.32810932300162676,289
382,0.0,0.3289836230014771,271
383,0.0,0.3298534750010731,185
384,0.0,0.3306819910012564,155
385,0.0,0.331519033999939,186
386,0.0,0.33236986600059026,206
387,0.0,0.33319025700075144,191
388,0.0,0.33409250500153576,188
389,0.0,0.33492408500023885,142
390,0.0,0.3357759000009537,146
391,0.0,0.3366829870010406,124
392,0.0,0.33750455000154034,109
393,0.0,0.3384207030012476,155
394,0.0,0.33927359500012244,137
395,0.0,0.3401481170003535,176
396,0.0,0.34098756900129956,157
397,0.0,0.3417952690015227,150
398,0.0,0.34267684900078166,216
399,0.0,0.3435459490010544,138
400,0.0,0.34442001700153924,211
401,0.0,0.34525819000009506,162
402,0.0,0.34609096400163253,181
403,0.0,0.34696020299998054,253
404,0.0,0.34781050700075866,194
405,0.0,0.34870807400147896,300
406,0.0,0.3495434260003094,235
407,0.0,0.35038455900030385,248
408,0.0,0.35127357700002904,160
409,0.0,0.35212750600112486,208
410,0.0,0.35304074300074717,246
411,0.0,0.35386842400112073,203
412,0.0,0.3547343660011393,194
413,0.0,0.35558264100109227,209
414,0.0,0.3564211950015306,209
415,0.0,0.357305459001509,279
416,0.0,0.35813726100059284,209
417,0.0,0.3589826400002494,170
418,0.0,0.359837920001155,246
419,0.0,0.3606597790003434,154
420,0.0,0.36154838600123185,214
421,0.0,0.36239532900071936,171
422,0.0,0.3632543710009486,195
423,0.0,0.3641145649999089,208
424,0.0,0.364932979000514,171
425,0.0,0.3658310110004095,162
426,0.0,0.3666966360015067,249
427,0.0,0.3675828650011681,294
428,0.0,0.36843712100017,186
429,0.0,0.3692678450006497,204
430,0.0,0.3701973540009931,198
431,0.0,0.37105071200130624,229
432,0.0,0.3719297349998669,166
433,0.0,0.3727654470003472,134
434,0.0,0.3736058080012299,280
435,0.0,0.3744608770011837,156
436,0.0,0.37533624400020926,243
437,0.0,0.3762195570016047,234
438,0.0,0.3770534410014079,294
439,0.0,0.3779957450005895,198
440,0.0,0.3788554840011784,135
441,0.0,0.37971893200119666,153
442,0.0,0.3806000470012805,237
443,0.0,0.3814369950014225,249
444,0.0,0.38227945800099405,205
445,0.0,0.3831373170014558,221
446,0.0,0.3840199530004611,161
447,0.0,0.38490288499997405,193
448,0.0,0.38573273200017866,220
449,0.0,0.3866905909999332,218
450,0.0,0.3875204380001378,261
451,0.0,0.38839634400028444,188
452,0.0,0.3892603740005143,280
453,0.0,0.3901031969999167,231
454,0.0,0.3909822310015443,262
455,0.0,0.3918158710002899,223
456,0.0,0.392691619001198,234
457,0.0,0.39355177100151195,239
458,0.0,0.3943823680001515,188
459,0.0,0.3952735750008287,213
460,0.0,0.3961235400001897,125
461,0.0,0.3969869250013289,200
462,0.0,0.3978282890002447,187
463,0.0,0.3986697170003026,249
464,0.0,0.3995441960014432,209
465,0.0,0.4003765580000618,198
466,0.0,0.40127210700120486,274
467,0.0,0.40216205500109936,204
468,0.0,0.4029961810010718,276
469,0.0,0.4038667410004564,217
470,0.0,0.4046978240003227,131
471,0.0,0.40559955400021863,154
472,0.0,0.4064944680012559,119
473,0.0,0.40734588200029975,163
474,0.0,0.4082212379998964,228
475,0.0,0.4090417450006498,165
476,0.0,0.40990006900028675,155
477,0.0,0.41074066200053494,191
478,0.0,0.4116145930001949,177
479,0.0,0.41248320800150395,191
480,0.0,0.41331875100149773,160
481,0.0,0.41418922600132646,273
482,0.0,0.41501886200057925,165
483,0.0,0.41591159000017797,164
484,0.0,0.41677763700135984,185
485,0.0,0.4176543980011047,182
486,0.0,0.4185426770000049,188
487,0.0,0.4193682559998706,150
488,0.0,0.4202384560012433,160
489,0.0,0.42109192899988557,358
490,0.0,0.42192450200127496,217
491,0.0,0.4228051730005973,275
492,0.0,0.4236385069998505,206
493,0.0,0.4244885680000152,191
494,0.0,0.4253709399999934,187
495,0.0,0.426213340000686,240
496,0.0,0.4270927750003466,212
497,0.0,0.4279298290002771,390
498,0.0,0.4287755149998702,223
499,0.0,0.4296738120010559,279
500,0.0,0.4305170990010083,308
